text,date,label,label_name,id
{{USERNAME}} Fair enough! Honestly I can not imagine it being any longer like holy shit,2024-04-26,2,bible,1783677542588727555
{{USERNAME}} {{USERNAME}} I hear ya. I wasn’t raised in a religious family. My parents taught me strong morals and values.  I went to Catholic school for half the year. Aside from that I only started reading the Bible in bits and pieces since last summer. 	The 7 churches no longer physically exist in… {{URL}},2024-04-26,2,bible,1783677542005649587
{{USERNAME}} Holy reach #BUST,2024-04-26,2,bible,1783677527355174915
{{USERNAME}} I was out to dinner tonight and just catching up on some of these highlights… are ALL of these Jo clips from tonight alone? How tf is he allowed to do this? Holy smokes,2024-04-26,2,bible,1783677526901932435
{{USERNAME}} Holy shit,2024-04-26,2,bible,1783677526537064910
Holy fuckin fleece {{URL}},2024-04-26,2,bible,1783677526335705472
"{{USERNAME}} Holy shit, I thought I was the only person feeling the input lag on the demo",2024-04-26,2,bible,1783677516923961754
{{USERNAME}} Holy based taste!😭 This is the manliest shit I’ve ever seen! {{URL}},2024-04-26,2,bible,1783677516093268394
"{{USERNAME}} but Matt, the sweater is holy! it says so right there in the description!",2024-04-26,2,bible,1783677511064510522
"{{USERNAME}} Holy Fuck the libs found this one hurtful, my god we’ve gone soft",2024-04-26,2,bible,1783677505875886191
{{USERNAME}} Holy shit Rosa 😂😂😂😂 {{URL}},2024-04-26,2,bible,1783677498305229165
HOLY SHIT YOU PEOPLE WERENT LYING VOLO REALLY DOES WHIMPER,2024-04-26,2,bible,1783677492408308168
"{{USERNAME}} {{USERNAME}} What about the Holy Spirit. Did the Holy Spirit have any role in leading you to Christ?  If not, something doesn’t seem right.",2024-04-26,2,bible,1783677486577942545
"{{USERNAME}} Aapni email korte paaren. Mobile number aagei diye di chhi. Jekhane ichchha, wokhaney path. Aar kono upaay nain. Absolutely Not. My solutions will not work for you, because I'm a Bible-believer.",2024-04-26,2,bible,1783677481712812078
THEYRE HOW MUCH HOLY FUCK,2024-04-26,2,bible,1783677479158218822
HOLY. FUCK. {{URL}},2024-04-26,2,bible,1783677473487474901
holy fucking shit bruh like i knew this happened but this is SOOOOO CRAZYYYY {{URL}},2024-04-26,2,bible,1783677470987723197
Holy shit my bday is next week,2024-04-26,2,bible,1783677466579542026
"{{USERNAME}} The Number of the Man is 666,  Barrack H. Obama, ""My Muslim Religion"" The holy Koran of 666 verses.",2024-04-26,2,bible,1783677464406859897
"{{USERNAME}} {{USERNAME}} Holy shit, you guys. {{URL}}",2024-04-26,2,bible,1783677448866955341
Does your Bible Study group meet on Wednesday nights? Why not watch the livestream of our next event together? See our website for further details:		{{URL}} {{URL}},2024-04-26,2,bible,1783677437986865281
Writing a lore bible for the setting in my last two stories (Ground Zero club) because {{USERNAME}} mentioned wanting to do something within that universe 🥹 an honor,2024-04-26,2,bible,1783677429719941303
holy shit i legit looks like this rn i feel awful i need more mg of ssri {{URL}},2024-04-26,2,bible,1783677426784236001
Me jokingly theory crafting: I wonder if Groose is related to the Gerudo. Nah it’s just red hair. I wonder if the Gerudo were even in SS.	-Searches-	Holy… {{URL}},2024-04-26,2,bible,1783677423763992628
Sinking Peaks - Holy Drone {{URL}},2024-04-26,2,bible,1783677421717184826
First time actually playing sonic 4		Holy shit this is awful you guys aren’t kidding {{URL}} {{URL}},2024-04-26,2,bible,1783677420966441250
{{USERNAME}} That spirit ain't holy.,2024-04-26,2,bible,1783677413760930127
"Caleb Williams, D’Andre Swift, DJ Moore,  Keenan Allen, Rome Odunze, and Cole Kmet. Holy crap I’m drooling. The #Bears are going to be fun!",2024-04-26,2,bible,1783677391937925486
{{USERNAME}} holy shit dude!!!,2024-04-26,2,bible,1783677390264189411
yes that's right - {{USERNAME}} never wears a kippah except to Palestinian demonstrations - I can't imagine why?  Perhaps he thinks opposition to genocide is a holy sacrament?  or he's trying to paint himself as the poor hard done by Jew {{URL}},2024-04-26,2,bible,1783677386849980548
"#GodMorningFriday 	A wrong way of worship,	instead of being beneficial, is harmful.	For complete peace and happiness,take inititation from SatGuru.	Only He provides the true way of worship mentioned in holy scriptures.	{{USERNAME}} 	Must Watch Sadhna tv7:30PM	#FridayMotivation {{URL}}",2024-04-26,2,bible,1783677385357062485
"4/ I've been informed by a reliable source that this second prophet plagiarized a poem, claimed that he received it by angelic revelation, and shared the plagiarized work at a conference. Plagiarism, lying, and exaggerating angelic visitation.",2024-04-26,2,bible,1783677382567588127
"{{USERNAME}} SEND HELP I'M CRYING, LIKE 100% BASED BUT THIS ALSO TOOK ME BY SURPRISE HOLY SHIT",2024-04-26,2,bible,1783677382550773801
Embiid is aboutta drop 50 on a bad foot holy shit,2024-04-26,2,bible,1783677382026494376
{{USERNAME}} Holy shit is that a chassis dynamics modified?,2024-04-26,2,bible,1783677378683666470
{{USERNAME}} {{USERNAME}} Oh? I bet you have a Bible then,2024-04-26,2,bible,1783677377148580284
"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} What kind of fooishness is this? Jesus is Christ and you can be part of the only Church he started, in the Bible in his own words. But you deny Him the right.",2024-04-26,2,bible,1783677375286595856
"{{USERNAME}} {{USERNAME}} {{USERNAME}} 4,000 whole people watching it. Holy shit.",2024-04-26,2,bible,1783677371322712447
There's  bible verse that states $barron trump is Alexander the Great incarnate.,2024-04-26,2,bible,1783677356218908991
"The fact that we have OG and JB masterclass tonight yet the Sixers CAN'T MISS....It's just exhausting. We're playing really well, but Sixers can't miss at all, holy smokes. 😭 {{URL}}",2024-04-26,2,bible,1783677350976037145
"{{USERNAME}} The first holy crap moment was the crowd. Unbelievable. I've been to Hart Plaza for the Freedom Festival, but they have 275,000 at the draft tonight!",2024-04-26,2,bible,1783677350497890601
{{USERNAME}} Holy shit I can't believe they're real,2024-04-26,2,bible,1783677346962186500
{{USERNAME}} I think you did! Holy shit. 🤯,2024-04-26,2,bible,1783677344680427765
"{{USERNAME}} {{USERNAME}} {{USERNAME}} Now, I'm no Christian, but please show me where in the Bible it says you're not allowed to kill someone in self-defense.		In fact, if I remember my Bible studies correctly, the Bible prescribes death as a punishment for truly heinous crimes... you know, like mass murder.",2024-04-26,2,bible,1783677343791263928
"i know this guy is a fucking idiot but holy shit {{USERNAME}}, citing a cartoon show and an MCU movie when people are going 'hey stories starring and about captain america aren't mercenary stories or accidentally helping nazi stories'. you are just talking out your ass at this point {{URL}}",2024-04-26,2,bible,1783677341165932552
"{{USERNAME}} Holy shit, community noted??!!",2024-04-26,2,bible,1783677337277780410
{{USERNAME}} {{USERNAME}} {{USERNAME}} Antisemitism laws make the Bible and Christianity illegal.  Remember the Jewish DOJ investigating traditional churches...,2024-04-26,2,bible,1783677333154812305
"These “professors”, holy cow do we have bigger problems than student debt… it’s embarrassing and  absurd that the vast majority are considered “educators”  let the  “student”  wannabe terrorists  implode it all  …  YIKES so much money burnt",2024-04-26,2,bible,1783677325609169298
"{{USERNAME}} {{USERNAME}} Thanks... I admit that I have to look into Christian Anthropology a bit deeper first, too. E,g, what is a nation in the biblical perspective. What it's role and relevance. Fews on this changed drastically since World War Two it seems. Recall this article:	{{URL}}",2024-04-26,2,bible,1783677323876634715
Biden mocking the Bible 	No way he’s catholic {{URL}},2024-04-26,2,bible,1783677313311248640
"{{USERNAME}} I been saying 1 must become a polarity master as U R the neutral creator God &amp; the Devil R a part of U Just like electrical positive, negative &amp; the neutral the Holy Trinity. Ain or Aleft which is the Neutral Creator comprised of opposing polarities in flux making creation..",2024-04-26,2,bible,1783677310966579352
"{{USERNAME}} {{USERNAME}} {{USERNAME}} Cite for us in the Bible where the Hypostatic and Trinitarian Unions are explicitly stated? Because they're not. 		But first - cite ""bible"" in the Bible -  starting with the exact number of books that should be in it. {{URL}}",2024-04-26,2,bible,1783677308601069803
{{USERNAME}} This game's music goes so fucking hard holy shit dude,2024-04-26,2,bible,1783677308353847620
"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} No. It can be,to you, concluded that The Church founded by Christ is not good but in truth  the Church founded by Jesus, is perfect,despite Peter who denied Him and Judas who betrayed Him, it is still the mission of Christ and under the direction of The Holy Spirit!",2024-04-26,2,bible,1783677307917410416
{{USERNAME}} Holy shit you fuckwad.   What brand of cereal did you get your badge in.  		Your so pathetic in your knowledge of law that I know more about the law there then you do and I don’t even live in the states.,2024-04-26,2,bible,1783677307401462105
Holy shit I wish literally anywhere near here was this well-stocked. Pokemon TCG is still limited as fuck here. Most places still have purchase limits. {{URL}},2024-04-26,2,bible,1783677305224650995
"{{USERNAME}} holy crap, no way that is real.",2024-04-26,2,bible,1783677301672071371
{{USERNAME}} {{USERNAME}} {{USERNAME}} I mean in the Bible. One verse. I don’t need an essay. 		It says he judges yes. 		But even so he was not in communion with God on par with Deborah or the other main figures in THE BOOK OF JUDGES. 		Even so: {{URL}},2024-04-26,2,bible,1783677299990090022
{{USERNAME}} Only if it’s the holy spirt,2024-04-26,2,bible,1783677299289678267
"{{USERNAME}} first impression: Wait so cool 	nickname in head: Kowaiboy	do i like you: YES als i love. paw emoji miau	do i like ur pfp: YES HOLY SHIT	hug, hoofbump or kiss (or kill): Hug 🥰🥰	should you also do it:  ALSOYES",2024-04-26,2,bible,1783677298656358504
{{USERNAME}} they made that shit way too fucking hard		and I remember playing the later bits of the game at my friend's house and holy shit the green goblin was so scary lmaooooo I'm convinced that's why Willem Dafoe's goblin haunts my dreams to this day,2024-04-26,2,bible,1783677296983023817
holy fucking shit where does he come from. {{URL}},2024-04-26,2,bible,1783677295305044439
"{{USERNAME}} Holy shit,i didn't knew you had your own show,(jk)",2024-04-26,2,bible,1783677295212773597
HOLY SHIT THIS FOUL BAITING THOT BITCH HOE PUSSY ASS BITCH ASS MOTHERFUCKER IS ON THE LINE EVERY FUCKING TIME. THIS GUY HURTS PEOPLE ON PURPOSE.,2024-04-26,2,bible,1783677289714139597
{{USERNAME}} holy crap you have a KVH FOG!?,2024-04-26,2,bible,1783684249461076207
"{{USERNAME}} {{USERNAME}} {{USERNAME}} Jesus was a Jew. He was born of a Jewish mother, in Judea. This was before the bible. Jews have always been in the holy land. {{URL}}",2024-04-26,2,bible,1783684248039227524
{{USERNAME}} {{USERNAME}} You dont even know the difference between European depictions and depictions from the Bible. Can't even take you seriously.  The reason you don't actually answer me.,2024-04-26,2,bible,1783684241873629478
Look at that bullet hole. Holy shit. God protected Deputy Aispuro! {{URL}},2024-04-26,2,bible,1783684240527573069
{{USERNAME}} ….but grilled cheese is itself a sandwich 		So it already a sandwich anyway,2024-04-26,2,bible,1783684233212342447
{{USERNAME}} I thought you were being sarcastic...holy moly.  start here - {{URL}}  then read Nehl's book.  {{URL}},2024-04-26,2,bible,1783684230049931745
holy. SHIT {{URL}},2024-04-26,2,bible,1783684226975498290
{{USERNAME}} {{USERNAME}} {{USERNAME}} Stick to the humane issue at hand.	NO biblical myths and lies. 	NO colonial racist settler projects. {{URL}},2024-04-26,2,bible,1783684223993552921
{{USERNAME}} My mom had to drive to his apartment tbf because he forgot to turn it off after Bible study 🤢. In the end we did go out but I left my eyedrop cooler there. Something gained and something lost 😞,2024-04-26,2,bible,1783684220109332633
"{{USERNAME}} A fresh Dungeness crab and Oregon mini pink shrimp po boy with fresh fennel, arugula, pickled onion and radish and some kind of white sauce a little closer to fresh coleslaw sauce than tartar. On the coast so the seafood was so sweet",2024-04-26,2,bible,1783684215282053499
Hatterene Lady broke the towel gag holy shit. Course’ they had to be a sass parade {{URL}},2024-04-26,2,bible,1783684211440078991
{{USERNAME}} Holy shit!!!!!  What happened to him? THE VENUS CURSE STRIKES AGAIN,2024-04-26,2,bible,1783684206926676276
{{USERNAME}} {{USERNAME}} Holy. Shit.	That is absolutely awful. I'm so sorry that happened to you.,2024-04-26,2,bible,1783684204842352994
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} LOOOOOOOOL HOLY,2024-04-26,2,bible,1783684204376510719
Holy shit it’s about time! Let’s go {{USERNAME}} 		This is an authentic listing for $RIO as they do not pay for listing services as far as I can recall!!		Bullish news for this #RWA 👑 		#btc #AltcoinGems #Binance #bnb #ETH {{URL}},2024-04-26,2,bible,1783684200719175759
"{{USERNAME}} Judas received the Holy Spirit. Not for whatever reason that happened, we will never know unless we ask God.		But if you just let the text speak, it says that Judas received this power from Jesus, and the only power that I could come from is the Holy Spirit.",2024-04-26,2,bible,1783684198290559168
"{{USERNAME}} {{USERNAME}} {{USERNAME}} Early testing stages but holy shit, this seems life changing",2024-04-26,2,bible,1783684198022189527
I don’t even care who we draft for the rest of this draft. We got drake maye. Holy fuck. Let’s go.,2024-04-26,2,bible,1783684192787718452
—; RWBY survived holy shit I’m sobbing,2024-04-26,2,bible,1783684185007239525
{{USERNAME}} Holy shit. You actually left your house!?,2024-04-26,2,bible,1783684175771451543
Holy shit.	Pakistanis are living in hell.	Outlaw Pakistan.	They want to control millions of people not just one or two.	The whole country is outsourced.	At least US state dept is giving them (somewhat) shit for gross human rights violation.	PTi troopers should grill DG ISI and… {{URL}} {{URL}},2024-04-26,2,bible,1783684175692001664
"{{USERNAME}} Riiiight, I'ma go with the Bible on this one",2024-04-26,2,bible,1783684173707784648
Made it to my fucking hotel. Holy fuck. I had packed flights. Packed flights can go to hell.,2024-04-26,2,bible,1783684170314899470
"This Verse kid better bring something to compare him to the great {{USERNAME}}  holy crap. Just cuz he can use his hands, blasphemy!!!!",2024-04-26,2,bible,1783684169135993285
"Eve doesn’t get bitten in the Bible — rather, she is the one who chooses to bite the forbidden fruit. So Taylor is saying that she cursed herself with her own decisions. In Hits Different, her need for space is what led to the end of the relationship. {{URL}}",2024-04-26,2,bible,1783684159468089514
{{USERNAME}} That is freaking AWESOME. Holy shit. 🔥🔥🔥🔥,2024-04-26,2,bible,1783684157144813883
{{USERNAME}} {{USERNAME}} {{USERNAME}} holy shit are you batman?,2024-04-26,2,bible,1783684156867989731
{{USERNAME}} Holy shit there's a a whole 45 minute porno in the comments 😳,2024-04-26,2,bible,1783684156611772513
{{USERNAME}} A JOB COMPRISED OF EMPATHY AND COMPASSION RESPONDED NEGATIVELY TO AN EMPLOYEE DEMONSTRATING NEITHER EMPATHY NOR COMPASSION. HOLY FUCK IM SHOCKED. I swear you transphobic idiots collectively share one single fucking brain cell.,2024-04-26,2,bible,1783684153348587740
"{{USERNAME}} {{USERNAME}} Here we go again I’m an Aryan, I get all of my education from the Bible you get your education from the Catholic Church to completely different entities, Jesus said you would know them by the fruits that they produce, look what they have done over the centuries",2024-04-26,2,bible,1783684152904057021
Plug-in ChatGPT API then every one claim themselves building Ai.		As a developer holy fcking genius way to SCAM investor {{URL}},2024-04-26,2,bible,1783684151113289813
omfgggggggggggg you’re right. Holy shit balls 🤯🤯🤯🤯 {{URL}},2024-04-26,2,bible,1783684149372748184
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Is your suggestion that Biblical characters did not sin?,2024-04-26,2,bible,1783684147845771364
"that is a mad revelation, wdym they were treating Henry like how the fanbase treats saka nowadays 😭 {{URL}}",2024-04-26,2,bible,1783684138371076320
{{USERNAME}} Holy shit.,2024-04-26,2,bible,1783684133878649262
"{{USERNAME}} {{USERNAME}} Ok Throw yours away and come back here with your Bible, that’s all I’m asking since you man-made deity can do all things.. I think you’re getting off topic here. What you’re talking about isn’t exclusive to men but women as well, so don’t flatter yourself. Just stay on track",2024-04-26,2,bible,1783684130225402144
{{USERNAME}} Holy shit.,2024-04-26,2,bible,1783684125347508642
{{USERNAME}} {{USERNAME}} I criticize all idiot morons who don’t do their due diligence to learn the facts of a matter whether it’s the Bible or whether it’s politics. If you don’t like it you’re welcome to block me.,2024-04-26,2,bible,1783684124844159297
"Holy crap, that snickerdoodle cookie I just ate was absolutely delicious. 		Coworker came through.",2024-04-26,2,bible,1783684123418370257
{{USERNAME}} HOLY SHIT MAXIMILIAN DOOD {{URL}},2024-04-26,2,bible,1783684121195139421
{{USERNAME}} Wh hwyya hehehehe hgs H HUH	Is that a CUSTOM	THATS SO GOOD HOLY CRAP,2024-04-26,2,bible,1783684111078691138
Holy fuck dude,2024-04-26,2,bible,1783684094523543965
"{{USERNAME}} Nah, no additives. No pesto, no splash of tomato or bacon. Just bread, cheese, and your oily based substance to get the golden brown. Want tomato? Dip it in soup or ketchup. Want bacon? Eat it on the side.",2024-04-26,2,bible,1783684094066336051
{{USERNAME}} {{USERNAME}} {{USERNAME}} HOLY SHIT THEY DIACTIVATED,2024-04-26,2,bible,1783684091067437155
{{USERNAME}} HOLY SHIT.,2024-04-26,2,bible,1783684080908820514
{{USERNAME}} {{USERNAME}} HOLY FLIP!!! {{URL}},2024-04-26,2,bible,1783684080502243531
{{USERNAME}} {{USERNAME}} That's actually such an immeasurable W holy fuck,2024-04-26,2,bible,1783684075586273460
{{USERNAME}} {{USERNAME}} On a technical level there are a bunch of behaviors and bugs that really grate. One is the thing where the feed scrolls away while you’re in the middle of reading stuff. It had gotten better before musk bought it and now it’s 10x worse.,2024-04-26,2,bible,1783684065662730479
"Kama hujai smash Dem mpole, shy, modest,,	You are missing holy smoke 😂",2024-04-26,2,bible,1783684055680053462
"{{USERNAME}} Man- we SERIOUSLY underestimated Atlanta’s ability to fumble the bag ahead of us like they would take Rome or Turner. 		I like Penix a lot, but holy shit. Lol",2024-04-26,2,bible,1783684052471480507
{{USERNAME}} holy shit bro i never could have expected it being this good. and we kept next yrs 1st 🥶🥶 kwesi fucking FRIED,2024-04-26,2,bible,1783684047815712862
Justin almost started crying.		Holy fuck. {{URL}},2024-04-26,2,bible,1783684043264991235
{{USERNAME}} {{USERNAME}} HOLY FUCK. Why was that guy allowed to stay in the fuck game? Dirty piece of shit.,2024-04-26,2,bible,1783684034574311516
"Nope, bible never said. If I recall right, the whole apple thing came from a homonym causing a mistranslation. {{URL}}",2024-04-26,2,bible,1783684033039241682
{{USERNAME}} Holy fucking shit you’re actually so fucking annoying,2024-04-26,2,bible,1783684027007840511
{{USERNAME}} {{USERNAME}} // SILENCED?!??!3?:?! HOLY FUCK LAMPERT SPEAK YOUR SHIT,2024-04-26,2,bible,1783684025955086672
{{USERNAME}} {{USERNAME}} {{USERNAME}} Im telling the other dumbass hes never played high difficulties dawg holy fuck idek why ur in this convo,2024-04-26,2,bible,1783684016564003302
{{USERNAME}} {{USERNAME}} HOLY SHIT,2024-04-26,2,bible,1783684013229785593
{{USERNAME}} God Save and Bless our Children through The Power of The Blood of Jesus Christ. God Forgive this Humanity for it is full of sin. Amen ✝️❤️✨ #KJV #𝕏 #God #Truth #Real #Bible #JesusChrist #JesusIsAlive #Christian #Christianity #Jew #Jews #Muslim #Muslims #sin #is #bad #Amen,2024-04-26,2,bible,1783684012512555335
"“Human flourishing” is not a biblical idea. It is a vestige of political pluralism. It is common and natural rather than covenantal.		God governs the world by His law and promises to His people.		“I will bless those who bless you, and whoever curses you I will curse” (Gen 12:3).",2024-04-26,2,bible,1783684007084929360
"{{USERNAME}} Yes, it's called discernment. It's a gift of the Holy Spirit.  Some might call it intuition.  I understand more women have it than men. Some describe it as a gut feeling. I have read that many had it on 911 and didn't go to work that day because of feeling that gut feeling.",2024-04-26,2,bible,1783683999724114306
Gilgamesh 11 stone.  Yahwist floods.  Bigger than Cocaine cowboys Miami.  Rock and roll away the stone.  Go spells.  Bible salesman!!!	Genoa floods featuring Hitler and Kamikazes!   “Name your price” wine presses and holocausts.,2024-04-26,2,bible,1783683996406141206
Embarrassing fandom like holy shit do yall not have enough to deal with today? Today of all days… you wanna focus on IVE instead? 		Anyways - IVE Switch out April 29th let’s stream second fandom yay!!🔥 {{URL}},2024-04-26,2,bible,1783683981898141985
this holy fucking number {{URL}},2024-04-26,2,bible,1783683980208083262
HOLY SHIT AHHHHHHHHH IM SHAKING RIGHT NOW LETS FUCKING GOOOOOOOOOOOOO!!!!!!!!!! {{URL}},2024-04-26,2,bible,1783683974709039348
{{USERNAME}} {{USERNAME}} Holy shit she is a complete mess. Mentally breaking down before our eyes.,2024-04-26,2,bible,1783683971819127021
{{USERNAME}} first impression:  Digimon fan holy based	nickname in my head: Just Ivo	do I like you: byea	do I like your pfp: i fw it 	hug or throw rocks at you: Probably a handful of gravel but not big stones	should you do this too: fuck it,2024-04-26,2,bible,1783683964487548934
"{{USERNAME}} If John was writing Revelation about the fall of Jerusalem in 70AD, why did he not address his letter to the church in Jerusalem, to the people it concerned? Why send it to Turkey?",2024-04-26,2,bible,1783683947131801743
{{USERNAME}} Holy shit! Brian really hit the wall at full speed,2024-04-26,2,bible,1783683941922181222
{{USERNAME}} {{USERNAME}} No. That’s a melt.,2024-04-26,2,bible,1783683933973946659
{{USERNAME}} HOLY SHIT SAME,2024-04-26,2,bible,1783684734952116627
"Jared Verse. Holy shit. This guy is the future JJ Watt. I’m not even talking about his gay fake off the field donations, I’m talking about his Motor. Holy shnikees. #futureHOF",2024-04-26,2,bible,1783684731080491267
Watching Wreck and Holy Fu-!!!	😫 {{URL}},2024-04-26,2,bible,1783684727657955784
